connectable,conn,framework,probe_cmd,source,name,folder
YES,VISA_SCPI,scpi-framework,,community,TA Instruments DSC 2500 示差扫描量热仪,d_134
YES,VISA_SCPI,lantz/VISA,,community,TCP/IP VICP Instrument VICP协议仪器接口,tcpip_instr_vicp
YES,VISA_SCPI,scpi-framework,,community,T-Cube惯性电机控制器,d_661
YES,VISA_SCPI,scpi-framework,,community,T-Cube应变仪读数器,d_652
YES,VISA_SCPI,lantz/VISA,,community,"Technical Support: 8657A Synthesized Signal Generator, 100 kHz to 1040 MHz",hp8657_a
YES,VISA_SCPI,scpi-framework,,community,Tektronix AFG3000系列任意函数发生器,d_614
YES,VISA_SCPI,scpi-framework,,community,Tektronix FCA3100系列频率计数器/定时器/分析仪,d_616
YES,VISA_SCPI,lantz/VISA,,community,Teledyne LeCroy WaveRunner 9104 数字示波器,d_341
YES,VISA_SCPI,scpi-framework,,community,Thorlabs APT Motor Controller 电机 自动化设备 控制器,apt_motor_controller
YES,VISA_SCPI,scpi-framework,,community,Thorlabs APT Piezo Inertia Actuator 惯性压电驱动器,apt_piezo_inertia_actuator
YES,VISA_SCPI,lantz/VISA,,community,Valon 5015 高精度频率合成器,d_628
YES,VISA_SCPI,lantz/VISA,,community,Vdipm5 B,vdipm5_b
YES,VISA_SCPI,lantz/VISA,,community,Visa,visa
YES,VISA_SCPI,lantz/VISA,,community,VSH系列真空变送器,d_891
YES,VISA_SCPI,lantz/VISA,,community,VSM真空测量仪,d_892
YES,VISA_SCPI,lantz/VISA,,community,VSP真空传感器,d_893
YES,VISA_SCPI,lantz/VISA,,community,VSR系列真空变送器,d_894
YES,VISA_SCPI,scpi-framework,,community,wd5gnr/mhs5200a: Shell script and awk program (and spreadsheet) to allow,mhs5200
YES,VISA_SCPI,scpi-framework,,community,韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列,zi_base_instrument
